ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,zfin_id_symbol,hgnc_symbol,description,entrezgene
ENSDARG00000001818,663.7874976167774,1.9988754014076324,0.5440093202736722,3.67434035946676,2.3846468313522162e-4,0.004240799184084009,c3b.2,,"complement component c3b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3063]",566347
ENSDARG00000001882,635.5470954108297,-0.8204366857550994,0.23924372705715088,-3.4292923615887005,6.05157273901545e-4,0.00863178231497349,kbtbd12,,kelch repeat and BTB (POZ) domain containing 12 [Source:ZFIN;Acc:ZDB-GENE-050904-1],559380
ENSDARG00000001889,4264.309251536942,0.5789444554587907,0.18685676925005576,3.0983327913800904,0.0019461275569485385,0.02031815948200685,tuba1a,,"tubulin, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-090507-4]",573216
ENSDARG00000001889,4264.309251536942,0.5789444554587907,0.18685676925005576,3.0983327913800904,0.0019461275569485385,0.02031815948200685,tuba1a,,"tubulin, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-090507-4]",641561
ENSDARG00000001890,2229.7764111497268,0.7318604229328439,0.16201622491669979,4.517204516455855,6.266137835454121e-6,2.3377026531829932e-4,stt3b,,"STT3B, subunit of the oligosaccharyltransferase complex (catalytic) [Source:ZFIN;Acc:ZDB-GENE-030131-2638]",323918
ENSDARG00000001897,1418.9035935939694,-0.5359448592872234,0.12409160278244763,-4.318945418303769,1.5677654586661536e-5,4.919670247102314e-4,man2b1,,"mannosidase, alpha, class 2B, member 1 [Source:ZFIN;Acc:ZDB-GENE-050327-52]",541519
ENSDARG00000001939,387.67644755302126,0.7730605181288558,0.16370618918452873,4.722243685346961,2.3325696100583995e-6,1.0742996035989637e-4,b3gat3,,"beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I) [Source:ZFIN;Acc:ZDB-GENE-020419-3]",192334
ENSDARG00000001968,196.10172313967107,0.5665270628691891,0.18314112056608242,3.0933908295312103,0.001978833436842519,0.020562579672741686,dock5,,dedicator of cytokinesis 5 [Source:ZFIN;Acc:ZDB-GENE-080108-4],571688
ENSDARG00000001994,4997.056830935132,-1.056357245548477,0.19817230583718498,-5.3304988357776,9.794336134572595e-8,7.4388467437738346e-6,stxbp1a,,syntaxin binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-050626-106],574003
ENSDARG00000002037,305.55227393503304,2.6103262659153303,0.20233573431262522,12.900965194225966,4.444946840843297e-38,1.638925982666271e-34,pfkfb2b,,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2b [Source:ZFIN;Acc:ZDB-GENE-120222-1]",564852
ENSDARG00000002128,439.2949167383446,-0.38727912110583446,0.12592348857445312,-3.0755113719459337,0.0021014191470968805,0.021354936054765405,cwf19l1,,"CWF19-like 1, cell cycle control [Source:ZFIN;Acc:ZDB-GENE-031204-5]",387304
ENSDARG00000002197,1017.8409683525292,1.755891956546212,0.46515386737635644,3.7748626415816044,1.6009585445670376e-4,0.0030961656705007137,pygl,,"phosphorylase, glycogen, liver [Source:ZFIN;Acc:ZDB-GENE-041205-1]",NA
ENSDARG00000002204,16365.701606214618,0.9195994702577917,0.2643798486488591,3.478326638575145,5.045546874935437e-4,0.007516675657521662,hspb11,,"heat shock protein, alpha-crystallin-related, b11 [Source:ZFIN;Acc:ZDB-GENE-030131-5148]",796767
ENSDARG00000002230,2384.424803201375,-1.1644604682778226,0.3919450568936408,-2.970978834397734,0.0029685223863100785,0.027476128800503444,sypb,,synaptophysin b [Source:ZFIN;Acc:ZDB-GENE-040718-205],436774
ENSDARG00000002231,586.5858756693875,0.8540945516671956,0.1636542549768138,5.2188960915694,1.799927027462934e-7,1.2521945166214621e-5,plpp2a,,phospholipid phosphatase 2a [Source:ZFIN;Acc:ZDB-GENE-140703-2],563806
ENSDARG00000002235,1355.9164053025836,-0.31139263245207216,0.11332906683108174,-2.7476854893388154,0.006001754974815205,0.0456450512289362,mmp14a,,matrix metallopeptidase 14a (membrane-inserted) [Source:ZFIN;Acc:ZDB-GENE-030901-1],373882
ENSDARG00000002249,1114.521002190647,-0.5401256269367952,0.17081705617075163,-3.162012266485125,0.0015668296408773198,0.017559762991453367,tbxas1,,thromboxane A synthase 1 (platelet) [Source:ZFIN;Acc:ZDB-GENE-030131-8805],792041
ENSDARG00000002339,319.8113180140831,-0.5712901969061881,0.16820445882539767,-3.396403406280734,6.827765108957465e-4,0.00950601935213757,sgf29,,SAGA complex associated factor 29 [Source:ZFIN;Acc:ZDB-GENE-041010-62],449813
ENSDARG00000002344,13811.683410891956,0.5889979057701566,0.15037242172584223,3.9169277119445,8.96846271201873e-5,0.0019451892213528466,tubb4b,,"tubulin, beta 4B class IVb [Source:ZFIN;Acc:ZDB-GENE-030131-8625]",336681
ENSDARG00000002369,11296.826223120994,-0.6569602555261028,0.16727624770562688,-3.9273971322110417,8.58701284946927e-5,0.0018753256196328595,si:ch211-202a12.4,,si:ch211-202a12.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8486],NA
ENSDARG00000002403,419.12630204116874,-1.1846226732448097,0.2440397854686044,-4.8542194502019465,1.2086183880899513e-6,6.194154809250828e-5,nusap1,,nucleolar and spindle associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-030827-5],567446
ENSDARG00000002467,492.50111574380526,-0.6381560403031936,0.16318185162838014,-3.9107047379048567,9.202721498098654e-5,0.00199209205188294,rdh14b,,retinol dehydrogenase 14b (all-trans/9-cis/11-cis) [Source:ZFIN;Acc:ZDB-GENE-030131-6605],334665
ENSDARG00000002509,43.04129573217774,1.5085626048741947,0.38013585282173096,3.968482829694184,7.233166791420204e-5,0.0016311860237165053,zgc:153911,,zgc:153911 [Source:ZFIN;Acc:ZDB-GENE-061013-174],768172
ENSDARG00000002536,1217.011133018767,0.4514366696705729,0.1048926882982076,4.30379540266094,1.6789672468244485e-5,5.21682477549119e-4,tm9sf4,,transmembrane 9 superfamily protein member 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1575],393482
ENSDARG00000002564,759.2704261881773,-0.5066923935484522,0.11918319063625855,-4.251374634656773,2.124624268565046e-5,6.242106599397677e-4,syngr1a,,synaptogyrin 1a [Source:ZFIN;Acc:ZDB-GENE-041010-169],450047
ENSDARG00000002571,498.1479501070616,0.6715045024225876,0.14459060443834634,4.644177988127287,3.414331217146498e-6,1.4737189366317713e-4,tmod2,,tropomodulin 2 [Source:ZFIN;Acc:ZDB-GENE-040912-185],447869
ENSDARG00000002635,1141.0232013800178,-1.0002003945031914,0.24230388445935327,-4.127876021199223,3.661294144988335e-5,9.665729161047367e-4,zgc:85722,FAM184A (1 of many),zgc:85722 [Source:ZFIN;Acc:ZDB-GENE-040516-7],407982
ENSDARG00000002659,3709.2387175995104,0.5785904030693613,0.16830059850854776,3.437839248325522,5.863756903830824e-4,0.00840725171636094,mapre1b,,"microtubule-associated protein, RP/EB family, member 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2256]",334728
ENSDARG00000002670,853.282403846809,-0.7599491950986335,0.17559387752606292,-4.327879797436766,1.5055159075597805e-5,4.758075488992146e-4,zgc:113944,ATG14,zgc:113944 [Source:ZFIN;Acc:ZDB-GENE-050913-155],407686
ENSDARG00000002682,424.58573940786687,-1.4230671006139908,0.24941058483281212,-5.705720555396308,1.158519339983006e-8,1.175684557726791e-6,tbcela,,tubulin folding cofactor E-like a [Source:ZFIN;Acc:ZDB-GENE-040426-1719],NA
ENSDARG00000002754,222.8413668248316,-0.4374411904367817,0.1591698269975071,-2.748267047143507,0.005991119103998387,0.045609610439695907,pdcd2l,,programmed cell death 2-like [Source:ZFIN;Acc:ZDB-GENE-040426-967],393192
ENSDARG00000002768,62410.04358307806,-1.0218484577869376,0.28885213971399903,-3.5376177541862757,4.037541057105854e-4,0.006392962424916182,pvalb2,,parvalbumin 2 [Source:ZFIN;Acc:ZDB-GENE-000322-4],58028
ENSDARG00000002792,1056.0818979040614,0.48447415316508724,0.13374302491569803,3.622425569262134,2.918534524461246e-4,0.004943854462837376,arcn1a,,archain 1a [Source:ZFIN;Acc:ZDB-GENE-021031-2],266982
ENSDARG00000002816,158.4521977360716,1.1814294582618776,0.38189021371084514,3.0936363798953423,0.001977196547770668,0.020562579672741686,rasgrf2b,,Ras protein-specific guanine nucleotide-releasing factor 2b [Source:ZFIN;Acc:ZDB-GENE-060504-1],553520
ENSDARG00000002917,1414.4735646081124,-0.789693252292394,0.1703421632299937,-4.635923586494323,3.5534723028614508e-6,1.5117974568500746e-4,gls2b,,"glutaminase 2b (liver, mitochondrial) [Source:ZFIN;Acc:ZDB-GENE-050208-408]",556445
ENSDARG00000002937,630.653683858354,-0.3792045008100671,0.12918635339800572,-2.935329396920039,0.0033319377662157515,0.029734755628072235,meis1a,,Meis homeobox 1 a [Source:ZFIN;Acc:ZDB-GENE-020122-3],170455
ENSDARG00000002947,500.0732587539062,0.7930662140228683,0.15168092469841288,5.228516476938162,1.7087560772157946e-7,1.1925176875787073e-5,abcd3b,,"ATP-binding cassette, sub-family D (ALD), member 3b [Source:ZFIN;Acc:ZDB-GENE-050517-29]",100170781
ENSDARG00000003021,334.78530793324506,-0.5237681759185984,0.1624491433866282,-3.2241978320072304,0.001263260961870301,0.015152959674160998,hdac8,,histone deacetylase 8 [Source:ZFIN;Acc:ZDB-GENE-040426-2772],406740
ENSDARG00000003035,8051.3670588510795,0.6139890597286424,0.09806956870493559,6.2607500760604635,3.8313013215261513e-10,5.886102717786323e-8,hspa9,,heat shock protein 9 [Source:ZFIN;Acc:ZDB-GENE-030828-12],373085
ENSDARG00000003041,91.2359508587831,0.9088123299501323,0.28733798984586695,3.162868684498123,0.0015622278174057705,0.017525946249730154,,,,NA
ENSDARG00000003046,4431.076102843404,0.5851792765760336,0.19821424791144052,2.952256372798609,0.003154608950858505,0.028578793538019124,sorbs2a,,sorbin and SH3 domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-070308-2],NA
ENSDARG00000003061,429.37692777324025,0.7610006269941834,0.1667951166861181,4.56248745235309,5.05511156018594e-6,2.0077959254217873e-4,cd276,,CD276 molecule [Source:ZFIN;Acc:ZDB-GENE-070112-452],791140
ENSDARG00000003081,17276.9122242297,-1.3367977101506656,0.143064761402131,-9.34400405137609,9.275831856579252e-21,1.026046140815514e-17,mybphb,,myosin binding protein Hb [Source:ZFIN;Acc:ZDB-GENE-030131-9794],321053
ENSDARG00000003087,786.7854668237718,-0.5165351731136942,0.15243942825786083,-3.3884617583315957,7.028582908284589e-4,0.009712263565270452,ubxn6,,UBX domain protein 6 [Source:ZFIN;Acc:ZDB-GENE-030131-5680],554960
ENSDARG00000003098,3445.292256307991,0.3472319138598767,0.12612345414869697,2.7531113558822877,0.005903181337518321,0.045064210051731474,kdm5bb,,lysine (K)-specific demethylase 5Bb [Source:ZFIN;Acc:ZDB-GENE-030424-1],415256
ENSDARG00000003132,754.9605265206465,-0.7599453300621098,0.11058520329439349,-6.872034480408989,6.329265038629789e-12,1.5056164564473852e-9,apip,,APAF1 interacting protein [Source:ZFIN;Acc:ZDB-GENE-040912-128],447941
ENSDARG00000003189,3090.107054125369,0.5179467579592381,0.15122205615977408,3.42507416650915,6.146316098176371e-4,0.008755631103667472,psmd1,,"proteasome 26S subunit, non-ATPase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-810]",554967
ENSDARG00000003193,137.22499201923114,3.9943912051460897,1.265511434703729,3.156345407563404,0.0015975954956144946,0.01777847341523112,rassf7b,,Ras association (RalGDS/AF-6) domain family (N-terminal) member 7b [Source:ZFIN;Acc:ZDB-GENE-030429-1],368288
ENSDARG00000003207,314.36277531026,-0.9593429605681681,0.21225287326937267,-4.519811420176416,6.189473947404358e-6,2.3247832281566487e-4,mterf3,,mitochondrial transcription termination factor 3 [Source:ZFIN;Acc:ZDB-GENE-040718-359],436888
ENSDARG00000003213,1976.5047703203443,0.6421658126157178,0.14324628216295776,4.4829492460068625,7.361844352227466e-6,2.635889273354465e-4,naa15a,,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit a [Source:ZFIN;Acc:ZDB-GENE-030131-2392]",323672
ENSDARG00000003216,17344.218566399148,0.5630170996624788,0.20082930807879737,2.803460834718275,0.00505573723252246,0.040203831754814456,anxa2a,,annexin A2a [Source:ZFIN;Acc:ZDB-GENE-030131-4282],325557
ENSDARG00000003307,920.6596956989945,0.3745592158453843,0.09424181811857985,3.9744481093742787,7.054263932892897e-5,0.0016039206679073952,stx16,,syntaxin 16 [Source:ZFIN;Acc:ZDB-GENE-060810-113],562857
ENSDARG00000003311,2184.759282072704,-0.3397139832961677,0.10342668832171655,-3.284587264744102,0.0010213186481836168,0.012903844919341037,pank2,,pantothenate kinase 2 [Source:ZFIN;Acc:ZDB-GENE-070112-1952],570866
ENSDARG00000003381,172.2426295742105,-1.059180622489703,0.27606771941797775,-3.8366695849943264,1.2471408595445923e-4,0.002554675669972687,si:ch211-266g18.6,,si:ch211-266g18.6 [Source:ZFIN;Acc:ZDB-GENE-131121-599],565707
ENSDARG00000003487,951.5894412670388,0.3957628098786495,0.10879207761843256,3.637790715484927,2.749867254708121e-4,0.004719574342584001,nup93,,nucleoporin 93 [Source:ZFIN;Acc:ZDB-GENE-990415-46],30172
ENSDARG00000003533,178.5868210967951,-0.6215353212506505,0.21324052468029542,-2.914714837540839,0.0035601367777771285,0.031225967614605384,col8a1b,,"collagen, type VIII, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-060503-140]",562442
ENSDARG00000003632,820.3988679537207,0.6239920865093838,0.14843772583218048,4.20372976621086,2.6255237259956997e-5,7.427680484680673e-4,zgc:172270,,zgc:172270 [Source:ZFIN;Acc:ZDB-GENE-080204-67],100136849
ENSDARG00000003641,1634.280395874136,0.4462564885183957,0.16111967878018707,2.7697205698083356,0.005610440232850549,0.043322781595585586,tfg,,trk-fused gene [Source:ZFIN;Acc:ZDB-GENE-030131-8410],336466
ENSDARG00000003642,421.42652421381507,-0.567633552383498,0.14349176303521766,-3.955861579623785,7.625930934827962e-5,0.0017018816122639862,zfyve19,,"zinc finger, FYVE domain containing 19 [Source:ZFIN;Acc:ZDB-GENE-040718-109]",NA
ENSDARG00000003655,2248.696653883184,-0.7393642160674913,0.23969703929720096,-3.084578008286334,0.00203841146307564,0.0209432882211243,tmem59l,,transmembrane protein 59-like [Source:ZFIN;Acc:ZDB-GENE-040426-2651],406646
ENSDARG00000003680,2488.927625256166,0.5803709228137123,0.18829154061317907,3.0822995070501347,0.002054080496241668,0.021018696955760603,runx1t1,,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related) [Source:ZFIN;Acc:ZDB-GENE-060929-164]",767809
ENSDARG00000003693,1689.976924749924,0.4654529387858648,0.15371235675619532,3.0280775638885316,0.002461149083603965,0.024057138799325986,hars,,histidyl-tRNA synthetase [Source:ZFIN;Acc:ZDB-GENE-040912-152],447847
ENSDARG00000003732,19.284261010381044,2.0815278698781357,0.6736583681736067,3.0898864590986728,0.0020023302414213053,0.020705851036921075,mitfa,,microphthalmia-associated transcription factor a [Source:ZFIN;Acc:ZDB-GENE-990910-11],30080
ENSDARG00000003749,408.6435322714225,0.4834792662885226,0.15632901108532585,3.0927034139852334,0.001983422507567307,0.020590922634871674,polb,,"polymerase (DNA directed), beta [Source:ZFIN;Acc:ZDB-GENE-040830-1]",554204
ENSDARG00000003779,783.7966868093816,1.146650497563413,0.3248738180416076,3.529525723173414,4.163052319296037e-4,0.0065411368224279984,ctnnd2b,,"catenin (cadherin-associated protein), delta 2b [Source:ZFIN;Acc:ZDB-GENE-070912-532]",558069
ENSDARG00000003789,3015.8493403325665,0.8202098795548779,0.1928052970211853,4.254083742651292,2.0990674030756557e-5,6.19995569535951e-4,dennd5b,,DENN/MADD domain containing 5B [Source:ZFIN;Acc:ZDB-GENE-030131-2248],323528
ENSDARG00000003822,139.89615057409114,-0.9035599318636091,0.22753041946733488,-3.9711610165309237,7.152321650453472e-5,0.0016195579516170128,ankrd16,,ankyrin repeat domain 16 [Source:ZFIN;Acc:ZDB-GENE-041210-253],550225
ENSDARG00000003835,2184.794187489851,-0.671619817464207,0.16104202956245786,-4.170462948641173,3.039814772972538e-5,8.322997799810824e-4,stom,,stomatin [Source:ZFIN;Acc:ZDB-GENE-980526-486],81534
ENSDARG00000003865,95.92031575588396,0.8211947511608588,0.28948752116809867,2.836718998619668,0.004557970763523435,0.037319018209263116,pard6b,,par-6 partitioning defective 6 homolog beta (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-090312-133],100124652
ENSDARG00000003920,5625.399649530325,0.3885174671545231,0.13601478990993343,2.856435446555426,0.004284271140808487,0.03576638884834195,setb,,SET nuclear proto-oncogene b [Source:ZFIN;Acc:ZDB-GENE-030131-433],321714
ENSDARG00000003931,1759.577179550377,-0.5658271488614598,0.16316669680558957,-3.467785767187734,5.247654580534115e-4,0.007744753988335972,cndp2,,CNDP dipeptidase 2 (metallopeptidase M20 family) [Source:ZFIN;Acc:ZDB-GENE-030131-5499],327288
ENSDARG00000003984,546.25698316166,0.44249686484409834,0.13515394936576902,3.274020973272212,0.0010602874133322998,0.013327692298380949,si:dkey-175g6.5,LTN1,si:dkey-175g6.5 [Source:ZFIN;Acc:ZDB-GENE-091204-127],100000122
ENSDARG00000004017,338.757012380329,0.55368359054091,0.18070546302415305,3.064011354581487,0.002183906210514323,0.021924189404931342,spag1a,,sperm associated antigen 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9443],NA
ENSDARG00000004034,2685.1538453090966,-0.5188426003283901,0.1896346109864969,-2.736012153210443,0.006218872919621496,0.04679596108870285,arhgdig,,Rho GDP dissociation inhibitor (GDI) gamma [Source:ZFIN;Acc:ZDB-GENE-040426-1493],394132
ENSDARG00000004141,271.0574388476028,2.0877089436540133,0.4451307147752732,4.690103096363514,2.7306742751550027e-6,1.2179578022027041e-4,zgc:92630,,zgc:92630 [Source:ZFIN;Acc:ZDB-GENE-040718-449],436969
ENSDARG00000004169,858.0208025198199,-0.8862359639316729,0.22898265929823167,-3.8703191178220235,1.0869297934363724e-4,0.0022901093162088445,stmn1a,,stathmin 1a [Source:ZFIN;Acc:ZDB-GENE-031006-14],678630
ENSDARG00000004173,4157.394818658088,0.40055751132789974,0.09710803431638734,4.1248647874268025,3.709526193002151e-5,9.758126987846206e-4,copa,,"coatomer protein complex, subunit alpha [Source:ZFIN;Acc:ZDB-GENE-020905-2]",260439
ENSDARG00000004211,1070.8561257300448,-0.4362896576517339,0.0944861892851065,-4.617496598738421,3.883970455921823e-6,1.612102784171829e-4,ccdc106a,,coiled-coil domain containing 106a [Source:ZFIN;Acc:ZDB-GENE-050220-4],503526
ENSDARG00000004227,717.4558444689485,0.704284689989183,0.16040027786089042,4.390794700492879,1.1293713484955458e-5,3.762813605838398e-4,pde3a,,"phosphodiesterase 3A, cGMP-inhibited [Source:ZFIN;Acc:ZDB-GENE-041210-23]",567051
ENSDARG00000004260,98.4800013636698,-0.737817703206249,0.23096615426287673,-3.194484081708757,0.0014008101013998897,0.016250719388185505,cul5b,,cullin 5b [Source:ZFIN;Acc:ZDB-GENE-091113-45],100006147
ENSDARG00000004325,366.02813060388195,-0.9238621741887869,0.2990602430416153,-3.0892176264975086,0.002006843758548443,0.020717407592331875,casp9,,"caspase 9, apoptosis-related cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-030825-5]",492763
ENSDARG00000004343,818.2915960227742,-0.41047197120401846,0.10896713611988149,-3.766933644584665,1.652649033145456e-4,0.0031688297057931385,nelfe,,negative elongation factor complex member E [Source:ZFIN;Acc:ZDB-GENE-040718-69],436648
ENSDARG00000004363,599.792695940718,-0.5506665879349338,0.1353402622565274,-4.068756619454352,4.7264685833842856e-5,0.0011709256939553252,lhfp,,lipoma HMGIC fusion partner [Source:ZFIN;Acc:ZDB-GENE-041212-82],494110
ENSDARG00000004433,194.76349419065465,-0.6237255793113632,0.2177697055433087,-2.864152191211557,0.004181270626914063,0.03514523179301665,btk,,Bruton agammaglobulinemia tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-070531-1],568653
ENSDARG00000004472,187.89458986402192,-0.7724870578217017,0.2403918351565225,-3.2134496469845764,0.0013115079187544963,0.015524071528413976,atat1,,alpha tubulin acetyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2120],406389
ENSDARG00000004497,226.448216464869,-0.6760544408913658,0.2427008769679319,-2.785545933485411,0.0053437668279067195,0.0418330338053009,tspan33a,,tetraspanin 33a [Source:ZFIN;Acc:ZDB-GENE-040718-361],436890
ENSDARG00000004537,5870.967337607426,0.5241952882345584,0.1331325514191238,3.937393842804852,8.237135276987313e-5,0.001811432840286186,kmt2a,,lysine (K)-specific methyltransferase 2A [Source:ZFIN;Acc:ZDB-GENE-080521-3],557048
ENSDARG00000004539,309.44611026405926,1.1056448909863548,0.39334113154069866,2.810905858371831,0.0049402238384737675,0.03959875796324462,ptgs2a,,prostaglandin-endoperoxide synthase 2a [Source:ZFIN;Acc:ZDB-GENE-020530-2],246227
ENSDARG00000004632,803.2186260308089,0.4797328101449755,0.16342331708628963,2.9355224131919337,0.003329865546140195,0.02972825483343807,egln1b,,egl-9 family hypoxia-inducible factor 1b [Source:ZFIN;Acc:ZDB-GENE-040718-338],436868
ENSDARG00000004636,679.6991790483534,0.41618560303498064,0.1536153070219651,2.7092716937086956,0.006743109570868644,0.049647702756733546,ccdc9,,coiled-coil domain containing 9 [Source:ZFIN;Acc:ZDB-GENE-060929-520],550140
ENSDARG00000004647,271.1521292490224,-0.8139775891015005,0.2046409605999778,-3.977588781420081,6.961763283601025e-5,0.001587784423949541,spice1,,spindle and centriole associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-041212-64],494093
ENSDARG00000004672,1264.2058095334544,-0.6509726175987921,0.17035177972935936,-3.821343214805286,1.3272678377547644e-4,0.002664532338897337,ptk2ab,,protein tyrosine kinase 2ab [Source:ZFIN;Acc:ZDB-GENE-020114-1],142986
ENSDARG00000004692,724.0583692537442,0.9563434590531953,0.2594244010122697,3.686405192886864,2.2744411874708913e-4,0.004094179201824128,nabp1a,,nucleic acid binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-041212-71],494100
